created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
2020-10-15 21:05:12,1.3168476163033948e+18,"I wish I could take credit for this.

Remember folks, there are people who actually want to vote for this guy.

 #Biden #Trump #Election2020 #funny #TwitterCensorship #BidenHarris #Trump2020 #Politics #Trending #TrendingNow https://t.co/LJwhuRZE0k",0.0,0.0,Twitter Web App,113557467.0,Austin McMullin,SwabTheWookie,"LDS, film/horror buff, amateur voiceover artist, statistics major, data analyst, gamer. Go Seattle Mariners/Seahawks/Dragons",2010-02-12 06:04:45,69.0,"Utah, United States",39.4225192,-111.7143584,,United States of America,North America,Utah,UT,2020-10-21 02:06:05.974432277
2020-10-23 05:52:24,1.3195170057251717e+18,"""I'm the least racist person in this room,"" says President #Birtherism while standing across from guy who agreed to be the first Black President's VP for eight years.

#CmonMan 
#JoeBiden 
#Debates2020",18.0,1.0,Twitter Web App,176548558.0,Douglas Connors -- Decency First FFS! (he/him),calmecam,"Political junkie (GDI: 1 standard 4 all), curling/tennis nut, big on intellectual honesty, 🇨🇦🏳️‍🌈
Life's too short to cook without cream, bacon, or butter, ENTP",2010-08-09 20:54:46,4097.0,No energy vampires PLEASE!,,,,,,,,2020-10-27 18:08:52.520623
2020-10-29 00:07:01,1.321604414323544e+18,@thehill  PRESIDENTE #JoeBiden,0.0,0.0,Twitter for Android,8.539278957980836e+17,Mendel,Anonymous_X1964,,2017-04-17 11:07:30,1297.0,,,,,,,,,2020-10-30 14:57:19.560160
2020-10-16 21:51:23,1.3172216279694336e+18,"This is an Excellent read on Joe Biden &amp; his Son Hunter. Separate from the nepotism factor of #JoeBiden pulling strings for his Son #HunterBiden it shows the depth of a Fathers Love and the distance parents will go to save their Child from Drugs,,,Amen https://t.co/Tnx2GoSro5",0.0,0.0,TweetDeck,249377456.0,Daoine Maithe,Cobllynau,,2011-02-08 22:49:52,720.0,,,,,,,,,2020-10-21 04:36:29.114838988
2020-11-05 20:46:49,1.32445313801592e+18,"#FoxNews LIED

He accused #Biden of not wearing a mask while on a flight.

A tweet included a photo of a maskless Biden on a flight, went viral, and #MarkLevin shared on #Twitter and #Facebook

The photo was from November 2019, months before the coronavirus pandemic.

#MOG",61.0,24.0,Twitter for iPad,270921976.0,Michael O'Grady,mog7546,"💚💚💚💚💚 Anti-Trump, Anti-NRA, Anti-Racist, Anti-homophobic, Anti Alt-White FAKE CHRISTIANS: #BLM, RESIST 💚💚💚💚💚 NO DM’s",2011-03-23 14:13:55,47160.0,CANADA,61.0666922,-107.9917071,,Canada,North America,,,2020-11-06 10:05:29.108069
2020-11-01 17:40:59,1.322956818499412e+18,"@realDonaldTrump Whereas you, #tRUMP, are reviled in Scotland, the UK &amp; Ireland. No fake connection with #SeanConnery will alter that fact. I sincerely hope this is the last week we have to endure hearing from you. America needs #JoeBiden https://t.co/82J1Ldn6Pq",0.0,0.0,Twitter Web App,162443820.0,LDH,Dawn_One,"IndyFoto, Freelance Photojournalist & Prof, MFA, Dual Canadian/UK citizen. Punk & Alt Music photo archives 76- Present, Cinema archives 82- Present",2010-07-03 17:52:08,207.0,Toronto,43.6534817,-79.38393470000001,Toronto,Canada,North America,Ontario,ON,2020-11-02 16:56:03.063729
2020-11-01 22:24:22,1.3230281340279562e+18,Is Twitter blocking this?#TwitterCensorship #BidenCrimeSyndicate #biden #SenileJoe https://t.co/qmUCoGbpOE,0.0,0.0,Twitter for iPad,3819650114.0,Rock Peck,RockPeck1,,2015-10-08 00:19:30,23.0,,,,,,,,,2020-11-02 16:17:27.600072
2020-10-19 11:00:45,1.3181450554844488e+18,@davidfrum @nypost Schweizer ( flipped Hunter Biz partner)says he believes he was the fall guy for the Biden familys corruption and  believes the public needs to know what really happened. #Biden #Monday #America #BidenHarris #AmericaFirst #USA #Elections2020 #mondaythoughts #BidenCares,0.0,0.0,Twitter for iPhone,1.1944425971184886e+18,karmen r morgani,karenmo11608835,"Love Nature, books, travel,food!",2019-11-13 02:31:33,7.0,,,,,,,,,2020-10-21 08:35:39.144506176
2020-11-06 08:48:09,1.3246346670526833e+18,#georgia #ElectionResults2020 #JoeBiden #USElectionResults  #TrumpMeltdown #GeorgiaTurnBlue #Election2020 #ElectionResults2020 https://t.co/vHE3S4U8dC,1.0,0.0,Twitter for Android,621741104.0,Chibo,Chibo_01,"Researcher. 
#phdstudent",2012-06-29 09:31:31,41.0,,,,,,,,,2020-11-07 11:42:09.741615
2020-11-04 09:09:17,1.323915207127847e+18,Official vote count continues nationwide as Donald Trump falsely claims a win from the White House #Trump2020 #JoeBiden2020 #Biden #Election2020 #Trump2020 This might be the next action at the white house. https://t.co/VLwjuLkFI5,0.0,0.0,Twitter Web App,58770733.0,ElohoTheDon,ElohoTheDon,I AM. #Eloho,2009-07-21 11:28:35,11151.0,Nigeria,9.6000359,7.999972099999999,,Nigeria,Africa,,,2020-11-05 12:57:50.265757
2020-10-23 02:06:03,1.3194600426140426e+18,Coyotes do bring people over! Yeah who built the cages Jo! Accountability! Both of u r criminals 4 doing this 2 the children. The #Obama administration needs to admit it &amp; the #Trump administration needs 2 admit they havent fixed it! Both of u kiss my butt! #DebateTonight #biden,7.0,0.0,Twitter Web App,96170346.0,Herceny,Herceny,"Herceny’s Educational & Language Services:
#translations #spanish
#UCLA & #CSUN Alumni
 Visit web for more information! 
🇬🇹 IG/@herceny",2009-12-11 17:39:41,923.0,Los Angeles,34.0536909,-118.242766,Los Angeles,United States of America,North America,California,CA,2020-10-27 18:26:30.157803
2020-11-05 17:48:48,1.3244083358279475e+18,"@Wolfiesmom I have a house in Italy,born in Switzerland so Im ready for free Heath care ,and they care of there ppl   #Biden or Im out this been a great country for me but I have to look one for #1.... god bless everyone ....",0.0,0.0,Twitter for iPad,39500694.0,@soop2nuttzstudios,Maurorivieccio,About me born in Switzerland also Italian live in Florida via the #BRONX. #CHEF #CANCERSURVIVOR. #livingsober #Howardsternsuperfan. https://t.co/0xzlQy6ttz,2009-05-12 13:40:23,58.0,"Port St Lucie, FL",27.2939333,-80.35032829999999,Port St. Lucie,United States of America,North America,Florida,FL,2020-11-06 10:06:24.602594
2020-10-16 14:23:16,1.3171088574585938e+18,@Rconstantino #JoeBiden approves this message.  https://t.co/1oqNmwKGJT,0.0,0.0,Twitter for iPhone,204477027.0,Lucy Bianco Grossi,cariocazz,“O BRASIL É UMA REPÚBLICA FEDERATIVA CHEIA DE ÁRVORES 🌳 🌳 🌳 E DE GENTE DIZENDO ADEUS”.👋 (OSWALD DE ANDRADE) 🇧🇷 🇺🇸 HERE FOR POLITICS,2010-10-18 19:50:01,787.0,In The Sky (With 💎💎),,,,,,,,2020-10-21 03:49:31.098764766
2020-11-07 19:12:16,1.325154119674286e+18,Lol .... #USElection2020 #biden #trump https://t.co/GvRKaJdBKI,0.0,0.0,Twitter for iPhone,148310300.0,James Gilmore,jammergilmore,"Head of realisation at @taxistudio, Bristol .... Proud dad, football coach, swimming coach and lover of sports ...",2010-05-26 11:17:21,199.0,"Bristol, England",51.453802200000005,-2.5972985,Bristol,United Kingdom,Europe,England,ENG,2020-11-08 11:27:33.615386
2020-11-04 22:50:47,1.3241219440783237e+18,"#Trump has turned the US into a laughing stock! 
For God sake nations of the world especially the third world look up to America but after all these,I don't know! #Biden has a lot of clean up to do really when he's sworn in as 46th
#Biden2020 
#BidenHarris2020  ",0.0,0.0,Twitter Web App,365945283.0,Abel Anthony,United_abby,"Nice,simple and a visionary #GGMU 💪
Follow me, I Follow back.Unfollow me,I unfollow back",2011-09-01 09:02:32,911.0,,,,,,,,,2020-11-05 12:48:30.408501
2020-11-07 17:35:38,1.325129798033793e+18,Youre fired!!!! #Biden/Harris https://t.co/RQZa8NJ2dC,0.0,0.0,Twitter for iPhone,192301805.0,Bridget G,sukiebear,,2010-09-18 19:05:55,21.0,,,,,,,,,2020-11-08 11:30:51.841261
2020-10-16 14:08:36,1.3171051665045957e+18,"#biden is an idiot,  80% of children will outgrow any perceived gender issues. Gender is not fluid. #genderdysphoria is real.  Transitioning children is #childabuse! https://t.co/IpDXdLqz9j",0.0,0.0,Twitter for Android,3996575759.0,jsurg,jsurg77,,2015-10-19 19:16:22,183.0,,,,,,,,,2020-10-21 03:48:04.621608500
2020-10-21 21:09:59,1.319023147262292e+18,"I've sent out this video before but not with #JoeBiden 's word attached..  It's worth your time.....
""Were is the LOVE"" a question I know we're all asking in these times. The love is out there, let's go out and find it again!
#BidenHarrisToSaveAmerica  https://t.co/hkfOHh2bRd",0.0,0.0,Twitter Web App,1.2981143488717537e+18,Delfina Santos,DelfinaDino,"Just a person with lots to say, love nature, don't mind sharing--#Resist,LOATHE tRump!",2020-08-25 04:25:59,1085.0,,,,,,,,,2020-10-27 18:12:38.921468
2020-11-07 16:57:18,1.3251201514240164e+18,"@bbcnickrobinson @JoeBiden Worth remembering the @SecretService called it for @JoeBiden some time ago when they closed the air space over his house.

#PresidentialElection2020 #JoeBiden #Election2020",3.0,0.0,Twitter for iPhone,1.1932564018728673e+18,Mark Fox,MarkFoxNews,CEO @THEBSASSOC | Hon Capt @RoyalNavy @HMS_Kent | Vis Prof @YourStMarys | Priest CoE | Dep Chm @ReactionLife | Vol Ad @Unicef_uk | Trustee @magic_breakfast,2019-11-09 19:58:10,351.0,United Kingdom 🇬🇧,54.702354500000006,-3.2765752999999997,,United Kingdom,Europe,,,2020-11-08 11:19:16.372080
2020-10-27 00:02:17,1.3208784470240993e+18,Cmon man! Come clean #JoeBiden https://t.co/SXIFoaHSFE,0.0,0.0,Twitter for iPad,1.255463854819156e+18,J Dunkin,JDunkin5,Nada,2020-04-29 11:48:22,4.0,,,,,,,,,2020-10-28 14:27:06.189532
2020-10-22 04:58:36,1.3191410804456858e+18,"I voted early, in person, in Texas! #JoeBiden #KamalaHarris https://t.co/3O4QlLdEm9",0.0,0.0,Twitter for iPhone,508535187.0,Peacemaker,peeccnluv,,2012-02-29 07:36:38,119.0,,,,,,,,,2020-10-27 18:12:09.304841
2020-10-30 01:30:19,1.3219877663270912e+18,Here's what I see in coming up for the election. #Trump will get more electoral college votes. As well as popular votes. Majority of the electoral votes will go towards Trump. #Biden will get less than what Hillary Clinton had last time. With popular votes high in 100k million,0.0,0.0,Twitter for Android,72392356.0,Todd J Zola,toddzola1,"Entertainer/Influencer
https://t.co/XJxK3TxnIY
https://t.co/vqM5EASmaX
https://t.co/AQie8I6u6Q",2009-09-07 21:54:11,494.0,"wilmington,nc",34.2257282,-77.9447107,Wilmington,United States of America,North America,North Carolina,NC,2020-11-01 11:11:43.523810
2020-11-02 05:30:00,1.323135246963888e+18,"Don't miss out on the latest updates as #AmericaVotes! 

#USElectionsWithMC LIVE Tracker: https://t.co/7aydphFayf

#DonaldTrump #JoeBiden #Election2020 https://t.co/evJNUfC7sI",12.0,2.0,Twitter Web App,68927629.0,moneycontrol,moneycontrolcom,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",2009-08-26 07:55:29,952589.0,Mumbai,19.075989899999996,72.8773928,Mumbai,India,Asia,Maharashtra,MH,2020-11-03 14:31:44.945910
2020-10-27 12:30:10,1.3210666578261647e+18,"GO TO #TEXAS. #JoeBiden GO #FlipTexasBlue 

Cc @JoeBiden @TeamJoe @SymoneDSanders @KBeds @DrBiden @KamalaHarris @K_JeanPierre 

@BarackObama ... #TurnTexasBlue https://t.co/lN2BzjR6Ro",0.0,0.0,Twitter for iPhone,1897239480.0,JB,6nsinvt,"R.N.-Retired. Wife to super smart & humble guy, Mom to 4 great kids. Catholic, Pro-Life. #SCOTUS #resister #votebluenomatterwho #marchforourlives #resistance 🌊",2013-09-23 13:12:29,3386.0,Vermont,44.5990718,-72.5002608,,United States of America,North America,Vermont,VT,2020-10-28 14:26:40.925471
2020-11-02 02:17:35,1.3230868253810893e+18,"@ladygaga thanks for making me see that we can make the change, I voted and I know I did my part to change America. You're the light! #bidenharris #vote #govote #biden https://t.co/Lkkv0IvAvo",2.0,0.0,Twitter for Android,1.21492054062601e+18,Diego,behindtheaurx,I'm like your nightmare I'm here to start your day ❌ || Reserva do @hausofvenux,2020-01-08 14:43:34,1150.0,Chromatica,,,,,,,,2020-11-03 14:36:00.525533
2020-10-17 01:50:56,1.3172819107380634e+18,Who made this?!  #biden #JoeBiden #JoeBidensNeighborhood #JOEBIDEN2020 https://t.co/HbttDLufgc,405.0,101.0,Twitter for iPhone,1.2777827707654963e+18,Bitmoji Maddow,BitmojiMaddow,"Amateur mixologist, truth finder, fishing, reading 💙🥃🎣 #watchthisspace (Not affiliated with @maddow ) #maddow #bitmojimaddow #trms #rachelmaddow",2020-06-30 01:55:42,5135.0,"New York, USA",40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-10-21 04:59:27.571066400
2020-10-25 08:38:23,1.3202835528738775e+18,If you have a vote still to cast in #USElection2020 #VoteEarly #Biden #HarrisVotes https://t.co/XnG8BqQk4M,1.0,0.0,Twitter for iPad,1.1359975017592628e+18,Anne PM💚🎪🐶☘️🇪🇺🇨🇮🌹,AnnePM4,Honest. Teacher of (dis)abled children and young people. #Resist #IAmEuropean #3.5Percent #FreeJulianAssange,2019-06-04 19:51:25,745.0,,,,,,,,,2020-10-27 18:19:45.628791
2020-11-01 18:19:45,1.3229665724205056e+18,"""This place is filled with good hearted peoplegood hearted people that  Joe Biden loves. Hes a good friend. Hes the President this country needs to bring us back together. "". Vote for YOU, vote for your NATION, and vote for EQUALITY and for the WORLD 

#ladygaga #joebiden https://t.co/6lo1foOUDM",13.0,1.0,Twitter for iPhone,1.26384428823817e+18,GAGAFLIX,Gagaflix,Best Lady Gaga streaming platform. Send me your favorite Gaga videos | Instagram: @Gagaflix | Owner: @itsdomking | Made in Portugal 🇵🇹,2020-05-22 14:49:05,2450.0,Chromatica,,,,,,,,2020-11-02 16:55:59.300288
2020-10-15 15:20:04,1.3167607625394831e+18,@JoeBiden Where there's smoke there's fire! #Biden,0.0,0.0,Twitter for Android,2825159388.0,Alex Janssen,american952,,2014-09-21 22:47:51,3.0,,,,,,,,,2020-10-21 01:20:11.133286585
2020-11-04 16:21:53,1.3240240739455508e+18,I think #Wisconsin can definitely be called for #Biden now. #Election2020 https://t.co/m30LNUxbhY,4.0,3.0,Twitter Web App,330575788.0,Nick Barnets,NickBarnets,"@MaxwellSU MA Candidate, Teaching Assistant- Political Science, @SUPoliSci. Intl. Relations, Foreign Policy, Political Leadership. Greece+Eastern Mediterranean.",2011-07-06 20:42:45,3920.0,"Saratoga County, NY",,,,,,,,2020-11-05 12:53:51.220496
2020-11-07 18:03:04,1.3251367012542177e+18,#congratulations #JoeBiden https://t.co/yA73mjW0uk,0.0,0.0,Twitter for iPhone,399149710.0,The Pleaidian Starship,Lightworker45,"Pleiadians, also known as Nordic aliens or Plejaren are humanoid aliens that come from the stellar systems surrounding the Pleiades stars.",2011-10-27 02:09:47,268.0,Pleadies,,,,,,,,2020-11-08 11:15:16.464358
2020-11-08 01:28:45,1.3252488623328502e+18,@MarkDice @realDonaldTrump Stfu and tell your orange  friend to tahr his L and gooooo. #Biden,0.0,0.0,Twitter for iPhone,1707469262.0,Rosie Avila,rose13bud,,2013-08-28 14:37:10,12.0,illinois,40.0796606,-89.4337288,,United States of America,North America,Illinois,IL,2020-11-09 18:39:27.035730
2020-10-15 15:07:02,1.3167574829544612e+18,"If #NBC were to cancel on #Trump, that would go badly for #Biden and would be what Trump campaigns on until #ElectionDay 

It's just like the #NYTimes #TomCotton op-ed. It became far more well known when it got pulled than had it just run in the first place.",1.0,0.0,Twitter Web App,1.0570483156768196e+18,The Pastorlorian,UMC_CommonSense,Not all stories are mine. I share many things from others anonymously. Have one to share? DM me.,2018-10-29 23:15:32,1345.0,,,,,,,,,2020-10-21 01:17:53.909056583
2020-11-04 21:31:24,1.324101969447977e+18,"That was one hell of a speech by @JoeBiden it was actually presidential.
#JoeBiden",1.0,1.0,Twitter for Android,3295594702.0,Pepin Lachance,PepinLachance,"L systems hobbiest, Graphene fan, Father, musician, and creator of the collaborative resist playlist. We are all 1 on the planet. We just have to remember that",2015-05-23 18:30:39,841.0,"Milwaukee, WI",43.0349931,-87.92249699999999,Milwaukee,United States of America,North America,Wisconsin,WI,2020-11-05 13:05:54.388993
2020-11-08 02:04:41,1.3252579076304527e+18,Finally normal looking family in the White House . #bidenharis2020 #PresidentElectJoe #Biden,1.0,0.0,Twitter for iPhone,1890466154.0,Tee here,TeeIsTweetin,,2013-09-21 15:06:27,26.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-11-09 18:38:46.934282
2020-10-23 02:33:03,1.3194668391146578e+18,"#Biden I dont know where hes from...

#Trump Queens. 

 

#PresidentialDebate2020 https://t.co/ptdzzU5Ica",0.0,0.0,Twitter for iPhone,340845341.0,Brittany C. Harris,BrittanyChaunte,"I love coffee, Target, and a great meme. I wrote a book! (https://t.co/pnxE5yhQMx)",2011-07-23 11:05:35,233.0,"Jersey City, NJ",40.7281575,-74.0776417,Jersey City,United States of America,North America,New Jersey,NJ,2020-10-27 18:25:49.914874
2020-11-03 11:53:47,1.323594219529904e+18,https://t.co/DareymR6vt  #electionday #election2020 win #joebiden  #vote #vote2020 #VoteEarlyDay #VoteEarly  of ultra for joe biden i can't wait for today for ultra,0.0,0.0,Twitter Web App,1311696278.0,Demetre hunter tanya fenmore Vote 2020,DemetreBhunter,#tanyafenmore  #stacikeanan  #Tiffanybrissette   #lisa1990  #hannabarbera #joebiden #kamalaharris  #barackobama #michelleobama #aprillerman,2013-03-28 20:52:26,1530.0,California USA ,,,,,,,,2020-11-04 10:17:39.167437
2020-10-23 01:35:04,1.3194522467620168e+18,"#NatSec -- don't forget this:  TRUMP'S TWITTER ACCOUNT WAS HACKED.  

Now:

#Biden: I don't know why he hasn't said a word to Putin about it -- 

Thank you -- neither do we.

Oh - it's because he's Putin's LACKEY...  

#FinalDebate #Election2020",1.0,1.0,TweetDeck,2891726962.0,✊🏾 (remote) •••••• ••••••••,iam_sysop,"#moscowMitchMustGo #blueTsunami #trumpLiesPeopleDie #resist

#MeidasTouch #FoundingMember

#laborUnited #WeStopEverythingStops

-- i operate the system --",2014-11-25 05:42:54,1806.0,Kentucky,37.5726028,-85.1551411,,United States of America,North America,Kentucky,KY,2020-10-27 18:27:14.636449
2020-10-23 19:18:59,1.3197199883416494e+18,"YOU ARE  LOOKING @ THE NEXT PRESIDENT OF THE UNITED STATES RIGHT NOW. 

#JoeBiden is so very presidential it is hard NOT to vote for him.

He MEANS what he says and KNOWS what hes talking about. 

He is intelligent and INFORMED.

#MomsBackBiden
#VoteBidenHarris 
#BidenHarris2020 https://t.co/2B8lkERseJ",1.0,0.0,Twitter for iPhone,118263866.0,Dianna Maria,DiannaMaria,"~ I am a very proud mom of a sweet, kind and caring 29 year old son who is the light of my life ~💙~ I also have 2 adorable fur babies ~ 🐱💞🐱💞",2010-02-28 03:31:22,1466.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-27 18:08:00.901367
2020-11-04 09:22:03,1.323918419230679e+18,@tv3_ghana I pray #Biden will win..,0.0,0.0,Twitter for Android,3088817886.0,Qwecy Erasmus,0b318129b4cf45a,#Marketing_Sales #Sales_Strategy #Digital_Marketing #SocialMedia_Marketing #Accounting_Standards #Audit #Taxation. @+233245154763.,2015-03-16 10:04:26,1338.0,"Accra, Ghana",5.560014099999999,-0.2057437,Accra,Ghana,Africa,Greater Accra Region,,2020-11-05 12:57:44.695264
2020-11-08 18:14:18,1.3255019175990477e+18,"Write to inteliart@yahoo.com to participate auction.

Be the first to own this outsanding and original #BidenHarris2020 Triptych

Auction start @ 100$

Image copyright protection based on blockchain technology

#BidenHarris #Biden2020 #Harris #Biden #BidenPresident https://t.co/lMkObQNX8z",0.0,0.0,Twitter Web App,1.325497749605847e+18,Inteliart,Inteliart1,Art with artificial intelligence,2020-11-08 17:57:55,0.0,,,,,,,,,2020-11-09 18:33:56.203268
2020-10-18 14:44:34,1.3178389895844864e+18,"Serious question.
Do #Biden supporters:
A - not believe the evidence coming to light on the Biden Family?
B - not care about the evidence coming to light on the #Biden family?
Or
C - hate #Trump so much that they are willing to put our country at risk and in the pocket of China.",0.0,0.0,Twitter for iPhone,22311558.0,True Patriot,bissel,"Constitutional Conservative, Nationalist, Patriot, Actor and comedian  #MAGA #Patriot #KAG #ProudAmerican #foxnews @realdonaldtrump @realjameswoods",2009-03-01 00:02:30,988.0,"Covington, LA",31.196548999999997,-86.45972359999999,,United States of America,North America,Alabama,AL,2020-10-21 07:17:16.754949026
2020-11-04 15:34:24,1.3240121265251328e+18,"Live results :
238 #Biden
213 #trump
The remaining states:
Trump is currently leading Georgia, Alaska, Pennsylvania, North Carolina...
Biden is currently leading Nevada, Wisconsin, Michigan...
#Elections2020
Source : the associated press on #google https://t.co/TESU8Lf0Mn",2.0,1.0,Twitter for Android,87948171.0,Tony Samia,tonysamia,Sales Manager @ https://t.co/HN0I7za1iB - Online Business Consultant and Digital Strategist - Creator & Presenter of #نصيحة_digital Program - father of 2 adorable girl,2009-11-06 14:16:16,4239.0,Lebanon,33.875062899999996,35.843409,,Lebanon,Asia,,,2020-11-05 12:54:20.086782
2020-11-01 00:21:33,1.3226952344179098e+18,"Lol, so True!

#Biden #BidenHarris #vote #VoteBlueToEndTheNightmare 
#Resist #Resistance #CNN https://t.co/enwPCWm70Y",0.0,0.0,Twitter for iPad,1688180598.0,dane southard,Ohdaneit,stylist/ worldwide traveler/ amateur porn star/ photographer/naturist - Live outloud - #helloworld #TheResistance #pdx #VoteVets #FBR #LGBT #TrumpTaxReturns,2013-08-21 12:37:36,6162.0,"Portland, OR  Dallas TX ",,,,,,,,2020-11-02 16:19:40.241902
2020-11-05 16:14:16,1.3243845451317125e+18,"@KeilyPolitics @RitaTrichur @schneidercp @SiebeforORD1 @MikeyKayNYC Saudi Arabia is bigger and stronger  than you think .
ask Obama about that 
#Biden https://t.co/DexvHLOa40",0.0,0.0,Twitter for Android,310275828.0,معاذ الشايجي 🇧🇭,alshaiji2011,‏‏تخطى معي كل الحدود .. إلا حدود موطني .. 🇧🇭,2011-06-03 13:41:36,297.0,Bahrain,26.155124899999997,50.5344606,,Bahrain,Asia,,,2020-11-06 10:07:01.707959
2020-11-07 14:19:58,1.3250805592578662e+18,@anon_fa_mous @LibertyBell1000 Stand up Philly!  #JoeBiden  #Harris #Obama #HillaryClinton #Cohen,0.0,0.0,Twitter for iPhone,29807612.0,Bernadette Coates,BernadettCoates,"Realtor born and raised in Annapolis MD. LOVE my family, Dallas Cowboys, NY Knicks, Apple everything, HGTV, Cooking, & Fashion Trends",2009-04-08 20:11:38,2789.0,"ÜT: 39.218689,-76.861288",,,,,,,,2020-11-08 11:21:41.439928
2020-11-07 19:35:00,1.3251598376432476e+18,"The Moment Kamala Harris Calls Joe Biden And Says 'We Did It' To Celebrate Victory.

Watch the Video  https://t.co/phoOFgVs4s

#KamalaHarris #KamalaHarrisVP #JoeBiden #Kamala #Biden #Trump #USAelection2020 #ByeByeTrump #bidenharis2020  #JOEBIDEN2020 #JoeBidenKamalaHarris2020 https://t.co/noI0xBj8nk",0.0,0.0,Twitter Web App,87995697.0,WATCHTOWER,news_24_365,Freelancer,2009-11-06 18:01:04,15595.0,At Watchtower ,,,,,,,,2020-11-08 11:12:26.585177
2020-10-30 12:30:22,1.3221538749044613e+18,"#Trump's inner circle are all so angry and frustrated. Seems like they know it's their last gasp. 

Calling #JoeBiden ""The Prince of Darkness"" when Trump is your standard of goodness means you're pretty desperate. https://t.co/H39udQ1j0i",0.0,0.0,Twitter Web App,447090672.0,Democracy Responds,CastilloJulie,"#American #democracy is on a knife edge. #Election2020 will say whether we #Resist or #Rebuild, time to fight or time to heal. #Compassion #CriticalThinking.",2011-12-26 13:57:31,2358.0,,,,,,,,,2020-11-01 11:02:46.774022
2020-10-19 00:34:16,1.317987396256977e+18,"I felt sorry for Hillary Clinton about this stage 4 years ago. She was never fit enough to do what they wanted her to do. I never like to see an elderly woman fall. I'm starting to feel sorry for #Joebiden.
For all their betrayal, treason, deceit &amp; stealing they end up in hell  https://t.co/XH1WwoRPGb",0.0,0.0,Twitter for Android,1.155325076520276e+18,💚Ireland for Trump💚,David56465257,"Choose Life, choose to spew your hatred & vile ideas on the internet, or not.
Choose Life, choose imprisoning yourself like an obedient slave.
Choose LIFE!!!!",2019-07-28 03:52:17,173.0,"Dublin City, Ireland",53.3497645,-6.2602732,Dublin,Ireland,Europe,Leinster,L,2020-10-21 08:05:47.462106909
2020-11-08 14:42:23,1.325448587187155e+18,Google translation... I am loving it... #ImranKhan #JoeBiden #KamalaHarris #joeharris2020 https://t.co/lamslNUGTT,1.0,0.0,Twitter Web App,4654812973.0,Raghav gupta,Ragstargupta3,"cricketer, singer, MBA Student ,role model,key citizen of my country and world, adviser on public and political issues,talks sarcasm...breathe sarcasm",2015-12-26 10:43:51,45.0,India,22.3511148,78.6677428,,India,Asia,,,2020-11-09 18:27:26.094547
2020-11-08 01:56:56,1.3252559548128338e+18,"Its funny how someone so concerned with fairness wont agree to #AuditTheVote
Im sure they think this speech is good but it insults my intelligence to think using flowery language will make forget you trashed our will
Same goes for MSM
Actually made me angry
#stopthesteal #biden",0.0,0.0,Twitter for iPhone,8.418002133963489e+17,JenLovesPink,JenLovesPink1,"Signed up for twitter in 2017...tweeted a little, wasnt impressed but due to election & situation unfolding, compelled to engage w/fellow citizens🇺🇸🙏🏼❤️🤍💙",2017-03-14 23:56:25,14.0,NoVa,,,,,,,,2020-11-09 18:38:58.078709
2020-11-07 18:56:27,1.3251501378201969e+18,"Amir Khan on US elections -
""Joe jeeta wohi sikandar"".

#USElectionResults2020 #USAelection2020 #USElection #AmirKhan #JoeBiden #Bollywood",2.0,0.0,Twitter Web App,9.484684972013568e+17,Karan Sharma,KaranbhaiSharma,| Stand up comic | Anchor | Actor |,2018-01-03 08:18:06,50.0,,,,,,,,,2020-11-08 11:13:21.973437
2020-11-08 04:32:55,1.325295208595157e+18,"I think the closest I could get is calling him Mr. Pez.

#JoeBiden https://t.co/DahrvHDhmw",1.0,0.0,Twitter Web App,14181258.0,#NeverGiveUp,atlaswon,"“When you reach the end of your rope, tie a knot and hang on.”
― Abraham Lincoln",2008-03-20 01:10:58,39886.0,United States of America,39.7837304,-100.4458825,,United States,North America,,,2020-11-09 18:30:04.140164
2020-11-07 07:22:04,1.3249753911409664e+18,"#Election2020 #NWOAlert 
The Illuminati Plan To Use Big Pharma To Create More Drug Epidemics &amp; Enslave The American People Through Big Business During The #JoeBiden Presidency https://t.co/q27Sfo4P6H",2.0,2.0,Twitter for Android,1620371462.0,#NonBeliever✊🏾😡,Fresh_Flames1,I Get A Lil Deep In This Shallow World #Garvey #Malcolm #Huey #Khalid #FTP #RoyalBloodLine https://t.co/sW21H5gCLi,2013-07-25 13:27:55,10231.0,EastCoast ,,,,,,,,2020-11-08 11:22:08.335467
2020-10-23 01:56:42,1.3194576915641508e+18,Hes a very confused guy #Greatone @JoeBiden You are running against #JoeBiden  #PresidentialDebate https://t.co/XrCdWDaq6r,0.0,0.0,Twitter for iPhone,1.0244377745256488e+18,Miracles Do Happen ™️ Favor,why_brand,Love God & Life! Wife & Mom! Author! AKA 💞💚Influencer! Producer of TheImGoingThereShow MBA-UT! M.Ed & Bachelor-TSU! Soar!🦅Taking it Higher! Music Mgr. Smile!,2018-07-31 23:32:53,1001.0,,,,,,,,,2020-10-27 18:10:07.992602
